2151	10207
2475	2475
5879	4296
8764	10856
1499	1016
7704	27033
1933	64431
3981	472
1365	5566
1756	5239
5580	6624
7431	26150
9146	4771
5590	27173
5914	81857
2885	287
7532	6431
7010	284
7448	3082
7430	8826
5701	10397
7704	51004
660	80230
5062	7335
4188	60496
7157	29903
55888	170082
4110	9411
7157	5501
25	81857
3759	3764
4869	23054
9183	11156
3275	949
10579	8089
4869	23076
5071	4137
445	369
4609	64210
1312	22803
55632	11180
9242	2130
4881	4881
246330	51135
1277	1277
3689	7409
993	4088
84188	373156
3691	9635
6464	375033
81857	51586
92609	11035
7450	9601
22948	4215
5432	55588
3105	79139
4094	6662
27429	8764
1583	4088
5879	51517
151888	79679
5293	22913
808	23043
23239	10910
9683	83737
3066	1616
8161	8379
8395	138429
1175	57144
5552	5551
1284	5653
1059	8328
1968	7189
2810	8660
3280	23493
5371	7048
6714	2213
6714	9103
1855	408
7532	5058
3838	3837
23077	578
10106	6615
6883	8148
116143	79657
5586	91833
53918	8607
842	22861
5430	2968
7133	3313
6497	5371
2026	3098
10392	10392
4792	25950
9759	7704
7532	8500
11060	54602
83755	54458
166	8328
51434	81620
4313	1294
1107	1107
8777	8831
79173	51138
55791	29903
10921	51631
10921	9967
84988	51260
7871	8428
6133	6133
6550	11261
3911	1294
9146	9610
4800	3837
3105	3105
9296	57562
4905	5800
3856	1832
2812	7534
9322	10142
2130	11059
23350	9882
6256	2624
7251	10293
9441	9442
2963	7917
5170	10971
51608	9500
7597	5601
2768	4217
6709	4215
4690	9564
3183	4791
5436	85015
4794	54882
2833	6354
6919	56850
124402	112950
7030	5682
6176	6303
4163	10015
4163	7086
7030	5684
5430	1387
5879	7277
665	596
840	8428
5430	9656
7099	23643
7187	10010
2335	3688
8725	11321
56953	56953
472	5501
10016	3483
260425	80306
7704	57819
8600	5599
8518	54949
2885	5058
1387	4435
293	3735
1387	10370
2130	138065
5516	151648
4093	80124
1387	6455
189	5830
9140	57506
6747	23612
9051	6447
65109	54512
5894	5315
1942	2044
11345	1778
4292	9898
2885	5607
4697	8848
54033	84528
5741	9638
8239	57787
8417	64601
1326	7278
1937	1936
6197	5337
894	1026
163	1173
5437	79871
55969	6747
2237	396
658	10617
9046	3635
7026	8878
8417	55823
5928	25855
1027	997
7329	93487
10915	9412
6615	83538
51669	51669
3608	3609
57787	84552
6790	991
2130	84628
5000	4171
3875	7283
6717	6774
1356	4353
1810	10589
22929	54978
6383	5068
34	10868
2242	613
4163	10054
7529	10014
10413	8626
5928	23512
3187	3188
387	2768
5313	9960
80274	80274
658	269
7314	79155
6386	7039
30000	9623
9802	84528
5335	695
983	5519
79008	10165
983	5518
7037	919
23560	55646
785	356
11143	1822
7157	55643
5817	6993
6690	11330
5578	553
3784	5499
4093	23592
122622	122622
1291	4099
10606	79873
5287	2810
2885	3550
3190	202559
5074	60482
10566	83853
8525	81488
11224	7555
3033	3033
4538	6667
3913	3913
1785	5564
81857	219541
1786	1786
387	857
161	6464
930	3732
4171	6919
7150	1459
821	8720
204474	30001
467	4790
4292	23650
2475	55294
1956	5594
655	93
7335	9666
7328	196403
10139	9267
7402	7402
4093	5339
10211	58157
3035	7189
57473	60676
920	920
6152	55646
23309	64426
5717	5719
6642	55737
7327	129868
1942	2047
1942	2043
9051	6173
3891	991
2318	3751
10084	1915
2155	8517
3553	837
5216	10243
3066	57459
5921	5921
7110	8328
64601	64601
1488	7005
5315	10397
8481	8607
3932	6776
6446	3191
2885	6654
7704	29924
1641	5048
4794	3728
5879	55843
7322	196403
3932	6772
6347	1232
51684	51684
998	4952
64601	55823
259	213
3881	23012
3659	7341
5576	11214
7314	81620
4149	4088
10092	10096
5609	56940
55290	51537
2720	4758
8482	2534
8841	1487
2033	10111
10128	11345
5395	22909
10092	10097
57804	57804
3313	9020
408	23168
57473	7750
27231	7982
7321	51132
2268	356
4233	1499
2235	10868
9421	5566
5774	7532
2099	7067
2033	4762
10694	5970
1213	10010
6790	10890
3667	1457
140885	3556
5359	113878
4792	8517
5741	5746
867	30011
5933	4088
9063	2969
6774	660
4867	261734
3066	11218
2175	2072
5781	10818
86	3621
2810	9413
608	10673
613	3667
2199	1285
26986	5829
4605	6502
3688	3386
3837	6607
154	9351
2885	3568
10733	23281
6147	29763
1363	23649
1977	8569
867	7462
9943	65266
6495	6495
10848	8626
59	1387
7428	7335
4088	10148
1945	2045
7328	27434
4683	11200
9372	5501
55693	55693
1327	9641
846	57680
7531	60598
9689	9695
51434	64682
10001	7421
2885	6655
7170	3326
1386	5599
4067	51363
2147	1361
1386	5601
10912	57562
7175	6464
4001	3106
1509	5594
55660	51755
1457	140890
5894	6237
6696	56893
1956	6655
10152	11086
9372	7046
5728	9863
55698	9516
5062	5300
2099	6670
6635	11171
10239	26985
1639	5223
7322	6015
10155	7625
164	27342
2155	2677
326	2534
1937	57664
699	991
6118	7280
5967	5068
5788	940
3691	10971
7030	1213
4791	1660
2091	3611
8073	7392
7532	26586
3932	79930
8867	23616
6892	6891
6892	6890
8772	10114
10413	80306
7555	5813
3708	7225
6314	2648
1019	51534
1822	25898
8655	5058
5132	7534
55846	11133
7185	7185
5925	367
999	3695
2965	63971
3717	2065
10497	114034
1742	50944
1956	6654
3559	3560
23295	7324
3875	7531
142	140890
5359	9802
3172	9412
9140	5747
7003	7003
7431	842
10576	29966
7431	840
5932	22806
351	10307
7431	839
1655	9641
22938	8648
79025	9260
10480	7189
6002	1915
1147	4088
4093	64333
4790	84617
23645	23645
6249	5879
7057	1289
7428	56681
1613	7323
3320	3054
5594	55165
3685	6696
1401	5595
22938	4087
2919	2919
7384	6636
3106	4176
7844	7314
6446	2309
2775	774
133619	133619
4069	57097
2033	2648
2247	834
2033	8850
1107	5802
554	409
6667	23517
2954	2534
8539	8539
5591	7518
1654	140890
7324	112401
4356	10769
25	170825
79643	128866
7532	4008
5880	2664
4914	10287
9513	2495
90678	4595
494470	51619
1822	114823
5792	5789
995	5528
4641	11156
3315	4105
9874	25842
3055	7409
2305	2305
80145	112950
6500	27101
2314	1743
119	119
6635	8175
10955	7419
10152	5108
8290	8202
8085	4093
9400	23421
11113	2906
60	54434
1457	3091
1856	58500
930	1380
8029	7356
3066	85509
6276	6276
9467	5602
1457	3428
9467	6300
60682	64750
808	29110
2122	8850
55791	6687
84752	4188
7188	8764
7185	3303
10040	22931
2569	2569
4654	4654
5704	202333
6997	130399
1956	10188
925	3135
3309	3925
1639	9689
7314	27133
10915	10992
6844	6813
5147	131890
9101	3881
7431	129563
10488	2010
6396	23118
1021	11140
2099	2100
7328	9921
5781	29992
326	6427
4172	10926
10622	661
1114	157285
7132	3018
5515	5525
23243	22870
64506	83658
10945	375
6500	11269
9400	51366
2804	64746
57553	81876
5295	80831
5272	9094
3093	6477
23303	1742
3551	3654
6125	6125
3455	11274
5595	644
8743	8793
10656	10656
7314	11078
84078	79686
4790	347733
3105	6748
1111	7520
29068	64750
5430	843
2192	1893
466	1457
551	4297
55388	26015
2993	2993
4794	3326
27257	57819
152015	152015
823	64129
4809	23649
7157	26354
4350	55379
9410	9416
1396	9737
2885	10188
6242	57120
5069	5069
1017	1027
6206	84640
10285	79009
5430	8850
1511	840
891	3024
4300	54880
5395	8607
4488	1749
114548	29108
672	5440
6885	10758
6498	996
1363	5367
3663	7189
6623	5595
8535	1488
4985	2770
3958	50628
8764	5202
5395	10856
3695	2059
23028	9094
1514	1514
3984	1432
25	695
7013	80351
163	79132
8738	11161
2623	6601
5434	5435
8867	6455
2099	1387
8867	6457
5934	8525
4176	1027
4163	5516
9801	84676
2534	6622
10933	10933
3018	29128
4089	3837
6310	7531
4089	10457
79039	55646
5093	81628
3858	2125
4430	4215
79027	55726
10598	3106
4155	58190
4352	11273
6464	1441
2332	10048
88455	26994
10236	10236
6709	26136
7428	161725
654364	5683
10193	65264
1649	1053
3326	5693
7341	29843
7320	5429
6382	4192
8773	112755
6386	2899
2810	4217
10527	7189
60682	55290
23020	56257
1107	54544
6429	8175
837	6748
2035	529
11316	7251
3791	660
1130	55835
10421	9491
4893	64750
2243	7916
7334	55743
9743	9846
7322	129868
7334	54941
5170	5590
7153	7341
7525	23607
302	5111
3973	409
5602	9094
5439	5440
4593	7314
9246	79594
6134	9519
1743	9853
7150	53339
8324	29979
920	7852
9391	4642
5729	2778
826	407
3676	8174
6141	9020
79027	55726
4163	6147
1457	6804
8473	23291
1785	51100
23451	7532
4670	4214
6453	7251
5004	5054
8764	79751
2697	5598
6635	57819
6446	11140
3106	2617
7096	81793
80143	8428
5685	1457
6137	9020
5294	5781
2033	10524
9252	1386
3309	23118
7322	64320
9218	10868
4580	51643
116225	116225
128710	50813
6732	140890
916	9094
10382	5966
2037	7529
84440	26056
9479	7444
8027	80306
471	7189
2778	60626
8575	9869
7043	2331
1147	3303
11156	4670
3932	5829
7157	81928
9638	9638
165918	27342
6137	988
11016	6883
5894	409
6426	51747
5054	4314
6634	140890
10126	140735
8841	2874
2064	5803
2064	5793
7421	9969
2534	79723
26986	51741
6453	85439
7314	11059
4093	6625
146	54212
9821	25843
87	7518
5305	5305
1499	4089
2064	5787
3320	1457
25	85358
3106	1968
5595	708
2778	6624
3211	5087
5021	2869
3178	8458
2064	3716
10014	9612
3336	2634
10919	1789
8664	9960
1363	7200
7273	54606
10521	140890
9513	51451
2101	1854
10285	9261
1513	5275
2222	144347
5054	1991
10524	57664
9600	2185
5590	841
9013	9014
2037	6709
405	23493
79960	10524
4600	4600
3959	8717
11021	8443
7048	90
8717	8718
7328	55521
52	2047
2029	79047
2810	57584
84231	7189
7258	7258
3786	808
22888	7324
343069	343069
4690	8751
5602	23542
10289	1964
6634	79833
3064	10133
3949	348
367	898
2534	2316
1627	4215
7341	4193
8242	4088
203068	5203
5621	4978
130617	130617
80149	10010
86	5970
4914	5923
83988	113878
10197	84062
5682	3106
4605	1869
1822	10615
11122	5798
2569	5594
8841	1457
999	3682
6597	6605
6597	6605
6722	9612
7324	23327
2705	4950
3339	2199
8764	25873
2099	64324
367	1644
2113	6777
1973	8661
2065	7409
5436	57599
1936	118924
2316	6885
3717	4192
7428	472
7323	23321
2569	2570
57473	9618
6362	1915
5364	2885
9545	117177
1855	1454
5688	5071
863	22834
2023	7251
5432	55183
10289	8661
7273	22827
7431	11078
135	135
1499	4647
5451	672
1832	1674
9987	202559
6462	2316
5894	367
7187	8792
403	2803
1822	782
10320	3066
8767	841
9739	30827
5591	472
8636	9825
403	9094
4163	1936
8851	55755
1446	5653
1613	26574
1832	5566
1293	2923
2	1361
2130	140735
5430	7625
9972	4088
4281	7332
6303	84991
2781	5909
92979	92979
23109	23286
5576	6407
379	1967
940	919
8924	5378
80223	22841
7919	26097
10618	10053
6884	6880
10134	10952
3164	3164
7040	3696
7323	85363
5479	7185
2033	3665
55288	22906
8405	2664
6373	54878
2908	291
4175	4300
2649	2649
1536	653361
5916	10957
996	5300
9759	57763
864	3066
10572	7293
8161	9747
388697	54984
5358	3106
7046	51776
1457	11140
7532	3182
7297	55250
6879	6873
6590	1520
408	83737
26058	80709
1107	22827
5013	7091
3611	9688
667	1639
2006	4237
7069	7069
6774	6777
3881	578
7128	4719
984	10971
9685	114884
3480	2770
1742	23390
8405	1649
581	64112
51727	23621
2324	3791
7157	11100
6774	1234
10857	9474
10971	200186
7846	51762
4956	7205
26289	29888
267	7321
10614	2099
2810	5298
993	8260
3164	6195
2065	84256
5717	7088
3312	23640
5218	23176
5327	5327
4905	9482
22883	11073
4656	8048
6222	4791
7186	9825
5788	2690
7529	7164
30837	2885
3611	253260
9400	7156
3841	1027
8651	114609
5245	5970
23483	5295
8822	2263
5045	114815
904	1025
930	5336
7421	9031
920	3119
285025	27185
6709	51466
5050	388646
9146	7280
5519	54764
867	5796
3717	3356
328	6418
920	3118
4690	114784
6158	55646
5684	51371
22824	10454
5595	2549
2006	633
84206	5909
2321	5747
891	2316
10155	10155
2033	2627
7334	57559
6130	81488
7515	3980
672	8900
10425	1937
10212	29086
2324	2324
2766	2766
1386	8550
26585	7533
2260	999
1937	998
9342	541468
4790	602
26059	28964
7046	28512
864	57154
136319	5564
9319	60491
10579	6598
55666	80124
2122	1387
5884	5591
156	9815
2099	1499
1600	334
10656	6477
3224	657
10092	57180
9943	7046
1398	114784
8848	30844
5792	857
7133	6510
2936	654231
2057	6464
5170	5580
658	58473
4322	63827
5257	54976
2517	2011
10456	5970
6748	55871
200916	9908
7277	23054
6432	11052
1445	5800
785	10607
9128	10443
7335	84937
2317	5599
55885	79036
10971	56907
1785	10856
23028	3065
2272	2272
3717	5519
6812	5337
9098	84669
5515	55844
3689	51454
164	8907
7718	9260
1822	9223
5336	57473
2321	3791
4163	2782
1676	9958
9685	57559
2286	5595
900	4193
4792	5970
160	8650
2648	56943
3898	1308
2071	4331
2071	902
351	351
7428	23032
6955	28639
60496	29086
8867	51100
2176	3550
637	637
126393	26353
85015	51663
955	6310
9097	5710
23463	5880
7532	4215
229	583
3702	3702
8797	695
391	1793
930	5295
9564	84962
7133	708
4792	9612
1387	4862
6446	6624
5295	85358
5295	3980
915	1173
7323	10210
9479	7444
8930	5987
57473	26525
3640	122042
7283	29127
1785	51386
3309	9451
3309	5728
1759	1759
5987	81559
6271	5236
5576	8852
8773	5578
9318	3394
22948	83992
7871	25843
1639	27185
2023	4653
27097	4149
308	3460
4093	6904
7514	595
1999	26298
4860	333
2861	3301
5717	11244
7080	5970
7415	25897
4194	7157
164	25977
5518	83992
3685	550
9087	58
3308	3184
8518	10769
983	3159
5566	572
817	1540
7161	1387
5528	4750
5335	3791
860	51176
5552	3002
5552	6348
8480	4131
4522	4163
4690	7112
25	5052
6205	4214
90678	7251
2099	10987
6158	7321
7529	25831
5265	1991
4188	55308
5321	10487
5427	56655
596	836
596	835
7205	116349
4209	23523
335	2822
54487	29102
3551	3303
10579	10362
3313	5971
6597	63893
6637	6607
7428	81876
4793	28511
7324	1840
57132	90417
4188	23549
4793	28512
5295	79902
7326	7326
1396	9001
5579	2902
51727	9474
5925	836
5925	835
5883	50618
4771	6016
9441	10025
7324	9666
5580	2033
3932	558
1956	2185
1655	2091
5981	10111
203068	11186
4093	23462
113878	56893
6580	29956
7812	5564
9666	11325
7325	6045
998	85440
5717	5710
4619	2131
2035	27101
5902	7189
2495	29117
6672	10951
10382	8737
4641	8517
10912	5467
662	53407
672	64421
6595	5928
154	5530
8894	1457
10289	2521
9611	10587
25904	4848
1915	51319
23020	10713
7187	8784
5108	51019
4204	4904
6122	9020
9318	51138
1978	57521
3326	8737
4684	8128
4684	7903
10890	10801
5601	23542
9507	4502
1618	1617
546	51631
6602	9638
5757	2033
7290	8479
50807	11252
1740	22871
637	599
27097	56970
11007	9729
10431	373156
864	64750
1460	9221
10289	6159
3728	1825
1111	3326
2309	23411
6382	90070
4869	5610
4089	83871
655	9241
7508	472
55703	79871
9441	51003
5196	3576
10492	3184
10492	3184
6950	10574
9723	23129
148581	79102
4690	357
5217	71
56288	1894
4254	1215
58512	2534
332	9212
5697	4889
3656	3554
4690	672
4916	55816
10576	11035
718	11326
718	11326
55211	151871
79008	11218
597	27113
3915	51019
79576	55145
5527	151648
7322	8926
4627	7273
2187	55120
7203	29966
2660	6449
3065	3066
2099	3480
23468	6839
6118	10813
2004	3398
3717	3667
4173	7874
339965	55577
3932	355
6128	9020
9400	1385
602	1387
672	5591
8243	10274
2959	9412
6256	5467
4067	4836
821	10148
57602	51428
5331	9351
2099	6667
6370	10803
2885	9185
7431	7531
3065	1387
11345	79876
7157	51138
914	962
3667	2888
4841	54894
117155	8911
4282	9474
10188	10490
7314	10193
405	6901
3459	6772
4067	974
85459	55763
10289	6154
8328	11043
7037	4163
6950	4215
9021	2185
10289	6189
843	843
9094	6607
5595	5465
1457	4676
4763	7266
283	537
6748	55969
7520	7155
2203	138065
2931	2931
405	3091
7186	9729
7020	7329
2534	80306
2120	2313
928	1839
10713	10594
84674	22900
9021	3953
5347	26271
5644	7263
2534	5590
2035	5687
2335	5068
3066	3621
8125	8290
5797	10399
3481	3480
6908	8648
55660	4054
8726	1786
11156	10985
830	11344
1654	8655
84203	84203
837	10430
6356	6356
8988	55183
9338	79921
3856	3309
5214	7189
3898	2810
1822	4753
914	3956
9507	2335
2	348
5660	9620
2002	3399
9043	5599
124801	25778
320	57576
7323	55159
9043	6416
7428	6418
2997	8550
23384	84662
2885	2549
328	8900
5708	134510
4035	51454
7428	79595
7133	9319
27257	26019
23650	7329
3815	867
1956	1154
8737	8737
5912	9771
7157	6303
5518	8500
8079	64210
7157	6872
3932	10657
5217	5802
5361	5361
2038	55330
6418	8290
689	7189
5743	9978
836	54938
3688	2274
4852	5540
10542	7704
2280	6263
2908	23327
3866	23237
22868	7189
1600	5781
29920	5970
9913	6881
5511	9869
2626	5469
3551	57506
80321	79088
4356	55709
2551	2553
3725	5300
1854	5467
7297	140739
1459	6571
3958	4653
930	933
5359	5359
3624	10468
4233	836
708	4215
6741	6741
4591	51224
65110	26019
5591	84126
55791	355
8897	23016
840	840
5595	1846
7528	2280
6667	836
56901	54951
596	5534
6505	2130
1786	8204
29899	84662
5476	4758
6303	3336
1114	9667
8243	63922
7528	5478
6900	26047
5467	8431
5055	5055
8764	1468
89	89
9131	331
7161	8850
3611	29097
4194	1869
3695	9479
7157	79447
3912	3912
9368	5029
7329	1911
2885	10956
823	4792
5359	311
2099	10524
85363	85363
3725	6996
79849	53919
51720	9908
6688	6749
948	3655
3309	7253
983	1026
2778	55188
11337	64422
23647	84062
7322	115992
10758	7185
9972	4799
837	841
5430	7625
55144	54512
10289	10197
2316	83478
85007	85007
5781	8832
7409	2010
2321	6772
1660	1660
2079	84060
55660	56893
57805	57180
6898	29969
1147	829
6015	60528
3611	29080
1832	837
9789	79736
498	29110
4869	9641
8091	10401
64854	23071
8733	94005
84812	56658
9265	57658
7043	7048
4750	8727
3398	5079
3383	7314
4694	2804
1816	2768
379	29058
1479	9641
1399	5781
7314	165918
4478	5599
7277	10808
25	2316
5595	5062
6382	928
2263	2253
25	5829
2308	5058
9464	5528
54205	9641
2207	6850
2534	128853
5663	51107
6892	1315
6158	151648
203068	27185
1965	9451
4303	4193
3106	191
5581	60312
2099	11331
2099	8764
57510	8793
3339	1305
23641	5682
1054	22809
5635	11269
4659	4215
2908	23054
8853	868
10320	25942
5925	896
30011	10152
6714	1795
5925	894
10289	2197
5327	284217
1050	861
5203	26228
283987	57333
11171	5564
23119	23119
5093	10856
10421	5635
1933	1814
5578	9332
6478	6855
51319	57819
5295	7010
7329	54542
10383	1743
7322	55905
10912	51588
1051	9221
5294	2549
8837	843
5566	47
5336	10657
9046	5716
8547	8547
8724	25
27338	23534
3804	3107
7314	581
57573	57573
921	973
3159	1387
5071	834
6811	51272
3074	3074
10527	8717
1457	1387
867	26578
3190	8328
4300	1915
403	7809
408	55661
10413	4086
29080	7189
4300	4175
3156	90627
5792	1499
6709	53635
379	10397
84289	64769
7052	6278
7920	64215
817	817
29927	29927
231	64478
4314	63827
5203	9825
11076	6622
9140	6235
5229	54331
22824	7189
4093	22943
8541	5789
54874	23002
11344	51231
27018	11007
5499	8454
1457	3066
6235	54606
85407	5523
3643	375
85407	5523
7185	8328
11337	10243
8834	664
84674	10392
7957	7314
6146	51643
203068	4599
2534	4915
5884	56655
3725	3159
1026	11007
7507	6117
10522	10522
6749	91754
2661	5873
5590	84612
3689	5747
7322	7189
6885	11184
632	1520
5713	5710
3643	6714
5764	5699
5093	8607
2874	2874
659	5875
9759	64375
30851	30851
7010	7010
7322	27246
5925	2444
9741	10381
4292	2956
7099	7184
3866	83878
1676	8925
2969	4087
86	9031
1401	51206
8841	7067
55284	26001
3866	51421
6774	2969
7150	836
1654	7534
2664	7534
8482	2885
5894	596
7319	146225
10573	10381
7322	51127
55660	56893
2175	4690
3672	1305
51691	5976
1634	4316
7336	79723
10112	51560
7138	8500
5338	8394
5519	5515
3447	3558
9455	351
939	970
3646	10920
5129	11007
7384	84676
2962	9412
11140	11140
23557	29967
56970	8295
8553	7329
7178	9641
6949	84101
55004	55324
7409	7409
153	408
22948	29110
8794	90678
672	51720
79020	51343
7918	2885
3646	8663
9044	4609
3065	10521
3643	342574
135458	5883
2099	627
5295	5663
4438	27030
7314	6654
2810	79801
6142	26150
7448	90070
9136	5911
1147	7186
4068	114836
7283	25897
10425	5518
7314	22907
1936	3692
9061	9094
4068	2065
821	1244
1999	54442
8764	25814
2130	695
6119	29935
5187	1454
4094	7392
4690	1601
10236	4690
23710	23710
6622	4131
2064	7409
598	10017
5347	54821
10951	8290
7186	79873
9611	25942
6431	10891
7314	4170
9611	23013
5603	2257
23468	3930
3802	3107
63948	51517
5925	10399
3055	1439
945	5781
192111	114884
410	659
5340	3481
4609	55705
11065	51529
1915	54949
140735	56906
1936	1488
4342	659
10367	29086
